,id_pessoa,default
0,563819,0.1784684329335284
1,482578,0.15725561540499267
2,565578,0.18776277495107097
3,629237,0.26690843387509033
4,485542,0.2640300352430294
5,560864,0.20666925580722256
6,439187,0.10009216135710816
7,474158,0.13934886563245788
8,463937,0.25240189660684065
9,453326,0.17421281594281351
10,500039,0.1942336760152005
11,589816,0.1244296058935201
12,435735,0.1411009088878474
13,514041,0.1105363589105238
14,494476,0.0771563660640774
15,457463,0.19031280154977906
16,564889,0.12983912960535726
17,528797,0.2113205080964406
18,637822,0.27680633271716315
19,541426,0.2555109292395577
20,487643,0.09075687127191269
21,581195,0.35310863027261336
22,471963,0.1635467635019255
23,432568,0.2790303281927846
24,625367,0.2789924148672541
25,438047,0.12204542187972756
26,419763,0.2648283426770027
27,653176,0.30707604668190114
28,640349,0.24013038733726905
29,639864,0.14790123609003908
30,633485,0.20475085919493688
31,443086,0.215402351437532
32,575680,0.1558583510056445
33,540355,0.1267096658323561
34,591718,0.15856177638675578
35,526488,0.21562649385428184
36,443361,0.15704851544980533
37,557702,0.26626748677680867
38,606348,0.14934664280014032
39,648316,0.2441873792793151
40,473568,0.12353980608215889
41,631466,0.28689492205795913
42,627659,0.49211062015234525
43,478727,0.038430256894293746
44,653619,0.3963413065576547
45,489917,0.3125818594138323
46,471092,0.3151884680977566
47,534366,0.29849399403794485
48,576815,0.17850223177028077
49,465677,0.49695182774487917
50,521769,0.15826347715847916
51,432456,0.24668851736795697
52,634486,0.3135569605733585
53,445656,0.26478212991293837
54,548252,0.2837996857850511
55,609686,0.11752582399349966
56,487863,0.15035010353782124
57,495076,0.2639623179342271
58,499481,0.12874916003477724
59,426481,0.4046659365384287
60,464075,0.18569934343064617
61,517857,0.1655084034780823
62,652779,0.37643674851462433
63,451025,0.19273493771613567
64,538911,0.14013779964172993
65,512508,0.09800840300040548
66,499594,0.1369277685604489
67,555054,0.1339230357523253
68,608674,0.08186474298512432
69,455850,0.27077344012006394
70,523111,0.17861235870980358
71,621130,0.28030613362109835
72,542872,0.13591601072779366
73,603209,0.16461192287690343
74,498733,0.338250252716067
75,479291,0.23657961109764533
76,558450,0.12005874280148617
77,467055,0.18010744892307853
78,547264,0.41312161191108593
79,506071,0.42305866850373025
80,466215,0.1202379811281955
81,531100,0.11875495799518697
82,450360,0.2493539795072419
83,580830,0.2744150675152278
84,461883,0.2081043990801264
85,564064,0.19515652643072404
86,571423,0.2570910233816588
87,447229,0.16380430727255352
88,483386,0.20989775636085495
89,470982,0.27951971749253623
90,610508,0.14738353139992538
91,421157,0.09393993341083312
92,583372,0.09003409240995294
93,622213,0.145926322733734
94,505765,0.23142799531423747
95,542545,0.2809152354654721
96,626686,0.22683776539624478
97,502285,0.21173508055168477
98,580390,0.12170156870113255
99,616883,0.17004042458660612
100,502457,0.19703216490658945
101,614306,0.23698283176972748
102,629883,0.32443454794562376
103,586297,0.25782810721867677
104,605770,0.2070501524446151
105,419242,0.19121477976983597
106,498981,0.10417408206451859
107,426961,0.15491472598421166
108,590304,0.21667562511557073
109,463225,0.3173443742715154
110,554067,0.124692831690732
111,506894,0.13563216452825586
112,569106,0.27939810257489206
113,459348,0.2993787238707799
114,642302,0.1723475760242084
115,448288,0.13340530925344038
116,505185,0.24976192100134334
117,518795,0.15685980972488486
118,455685,0.25401155794458524
119,584831,0.18907664653496303
120,433211,0.19954931502323814
121,559088,0.2079796740570106
122,424891,0.35951307128467275
123,486222,0.17469103098901476
124,438520,0.2754593351388344
125,615354,0.30254709575804734
126,417831,0.3378422002214363
127,557973,0.19006121331031675
128,482748,0.25427370256448584
129,596013,0.2360059024204471
130,616785,0.31907964578864395
131,486072,0.10548440196063853
132,503291,0.23588206350483598
133,581171,0.20662077424774744
134,467639,0.1995134205979328
135,512838,0.1681551980076953
136,616914,0.33243653297024867
137,562962,0.2650404560981774
138,502306,0.2954222584115597
139,544924,0.3004723832827867
140,589162,0.33978953559494995
141,517853,0.09753338478468386
142,630325,0.2920117501996819
143,567609,0.3122829776356025
144,593596,0.24905874303410666
145,572975,0.09264995669590283
146,497666,0.24871006430531956
147,419713,0.3170701799389527
148,433127,0.12279138911374966
149,466175,0.1141562950331425
150,544330,0.13635681940885086
151,594081,0.22312347722876782
152,635685,0.27434827438934584
153,491757,0.2424531655250785
154,560525,0.29492185036044627
155,428838,0.14835148303636178
156,460699,0.10895206787498603
157,422714,0.2463742340403208
158,500299,0.05215954352011641
159,535552,0.1359137559273948
160,546217,0.16269595227687222
161,553037,0.1866159470239871
162,435519,0.3530924128592574
163,607678,0.2521069768201131
164,512917,0.1138811035176157
165,505176,0.20685690762788675
166,554162,0.1659241438919381
167,557732,0.2542027228592671
168,589741,0.16664524870539055
169,532009,0.14559846434705906
170,531052,0.07247493292252923
171,555343,0.1815601261160723
172,432590,0.178849380687259
173,497181,0.13172815398889384
174,495325,0.12659764408844176
175,505829,0.3922462596851254
176,618962,0.30415558246160934
177,439518,0.1782274399160637
178,552373,0.2709033356362853
179,652129,0.4137034053634366
180,577367,0.1693520777129562
181,607885,0.17831495807862577
182,579148,0.1973003347255333
183,475480,0.2883953971899366
184,510942,0.18936978930379927
185,589037,0.15393166059235613
186,497322,0.24650002533618612
187,466700,0.34662418930143074
188,466081,0.16773183184695756
189,539222,0.13765751570252086
190,614424,0.19918546194212325
191,466278,0.1968063769189561
192,611970,0.15173066571810018
193,616168,0.16520308314850682
194,579030,0.3991527702248386
195,587443,0.21462880826408284
196,493061,0.18835125391199325
197,571758,0.2986105760014592
198,419044,0.31912694770325783
199,453787,0.18962025180508063
200,613675,0.2662407698615703
201,441680,0.2774327279762955
202,564734,0.2244547079382366
203,579980,0.2750534925129343
204,615434,0.13113483691066416
205,448204,0.09244459294681433
206,622646,0.13748153082547582
207,555388,0.1972262816755038
208,493784,0.20870194434775938
209,421656,0.23825096049695588
210,567894,0.11773468732031278
211,559094,0.15184524188104068
212,554441,0.18892994195534416
213,536889,0.30353692529012977
214,508138,0.3032631293715885
215,590345,0.19385964524566188
216,578612,0.2141248457318077
217,525867,0.2384037469698743
218,617511,0.3455880644513141
219,642934,0.26080130067542584
220,475391,0.11778559917308107
221,649958,0.3538765566543584
222,506938,0.09890500793683701
223,425322,0.12644190707176606
224,500248,0.23376725158897785
225,636586,0.3036589490620798
226,525885,0.10387562452579147
227,639972,0.3142844383105304
228,546825,0.21914711424683353
229,618609,0.2828037537600273
230,647025,0.36095028628758086
231,564552,0.1363496934891616
232,603272,0.18256345958252196
233,519338,0.3259470474192601
234,446098,0.16893161407775759
235,639001,0.14425855818837133
236,467376,0.1964877521025238
237,581125,0.16449721243150825
238,648851,0.2846738985144758
239,544970,0.14817510669010894
240,517140,0.12387266958325946
241,469265,0.2743479986369611
242,429541,0.42120089670278443
243,503048,0.1803506581604357
244,457016,0.14729576204994224
245,550667,0.2079881849195163
246,527184,0.3047088278899013
247,626220,0.2805126128114748
248,544957,0.18638493533959644
249,427328,0.1230196438819804
250,529807,0.09714592762097646
251,474810,0.23438097522938828
252,477688,0.06352768693893611
253,438120,0.22664248595410852
254,536122,0.09361967415828965
255,568344,0.24207475236445755
256,605624,0.14646501953356117
257,509032,0.19418872118759883
258,429220,0.22704096079406527
259,500730,0.20106998995652917
260,445412,0.2786528848457339
261,552568,0.15230194956739587
262,590662,0.2639202632495761
263,489614,0.24777641125023092
264,446656,0.2831701504352536
265,443304,0.16484781781351163
266,445173,0.1219355799854425
267,506073,0.22070253750873245
268,529140,0.24155082162324476
269,570818,0.23089763787809933
270,627204,0.27066087314813786
271,494175,0.11659987668915041
272,527371,0.12742602837350042
273,568687,0.4564085505713085
274,447300,0.23310565959591079
275,599839,0.2445477229270322
276,518102,0.1832350947631359
277,419344,0.24982801434451604
278,443551,0.09453574137896288
279,537202,0.15309332271446924
280,432275,0.2926114076345696
281,546342,0.12731584579945882
282,434845,0.2868524668717119
283,607039,0.4657011046884603
284,593252,0.0950250204527883
285,488196,0.38701954634111124
286,538197,0.14305956687393795
287,426473,0.3121912291321941
288,588950,0.2534584381156317
289,619827,0.42358280444223556
290,570719,0.283321053835665
291,527639,0.2027972783285516
292,626331,0.15748804775494415
293,457616,0.28107484880018047
294,612481,0.33458086266553094
295,525234,0.2383162874511124
296,529628,0.12144845453935024
297,588440,0.3642817255347063
298,505959,0.22843903006923177
299,475482,0.19172755560080573
300,552531,0.18488255608204907
301,592428,0.271760371134012
302,441011,0.284395740929413
303,423919,0.08847858771580311
304,474658,0.19960834431141478
305,442399,0.2817890753887263
306,543859,0.15009883646566083
307,600345,0.2616905670082593
308,636115,0.14235353857388827
309,422604,0.1387979023137021
310,418030,0.1759951185452155
311,597557,0.2522155222142526
312,630725,0.2002156306120333
313,438790,0.1380140447688997
314,493835,0.24785230636934918
315,593654,0.2193415591461126
316,459324,0.21456060775274463
317,515051,0.2740145855387368
318,548891,0.08652184077633342
319,481956,0.26069351414529135
320,456022,0.3287054136079793
321,626499,0.238122652984492
322,472211,0.2736482363029389
323,522748,0.11481822224159913
324,486708,0.28644103539558524
325,534416,0.2312778207223459
326,597065,0.24438047855779457
327,628088,0.157275106773113
328,622596,0.08433228484926925
329,602771,0.2365948104283521
330,454384,0.2166658345444783
331,545649,0.0983394146477169
332,473021,0.3399247355918623
333,555495,0.09070219626457758
334,524136,0.18466392592648026
335,458212,0.1477893626952918
336,489266,0.07991199103613907
337,588022,0.2560662862350395
338,599677,0.14823665744325878
339,444441,0.2572115530491735
340,441360,0.1643272856617408
